Nama Pemohon/Institusi,Emel,No. K/P (baru)/Polis/Tentera/No. Pasport,No. Telefon Bimbit,Declared Income,Savings,Investment (Stocks/Bonds),Gold (grams),Property (number),Profession,Location,Donation Frequency,Average Donation Amount,Fraud Label (Rule-Based)
Razak bin Hafiz,razak.hafiz20@outlook.my,610623-08-1799,016-3610578,0,22712.61,0,0,0,Unemployed,Petaling Jaya,2,237.96,Not Fraud
Zainab binti Ali,zainab.ali15@msn.com,650422-16-3608,012-7152023,2030.44,88382.99,133316.65,263,0,Retired,Mont Kiara,5,3528.12,Fraud
Teoh bin Zi Xuan,teoh.zi.xuan8@msn.com,910908-29-7587,010-3113821,5763,32990.05,148186.23,0,0,Sales Manager,Subang Jaya,6,4844.85,Fraud
Muhammad bin Razak,muhammad.razak87@yahoo.com,970306-30-2971,017-0879425,27853.7,31436.05,0,0,4,Engineer,Kuala Lumpur City Centre,10,1806.52,Not Fraud
Ali bin Syazwan,ali.syazwan40@gmail.com,660418-40-3659,011-6169827,7519,2350.48,0,0,0,Sales Manager,Subang Jaya,9,4627.21,Not Fraud
Wong bin Jun Jie,wong.jun.jie39@gmail.com,010124-43-1185,019-85664113,8330,29623.12,68.64,0,4,Sales Manager,Bangsar,10,613.01,Not Fraud
Ali bin Amirul,ali.amirul16@msn.com,810330-30-4887,011-67024695,7387.33,26644.44,338.62,0,0,Accountant,Damansara Heights,4,4359.41,Not Fraud
Sharifah binti binti Abdullah,sharifah..abdullah80@gmail.com,740209-47-7578,018-4895850,4464.08,37089.46,41864.19,0,2,Retired,Kuala Lumpur City Centre,10,3803.19,Not Fraud
Wong binti Yee Von,wong.yee.von40@hotmail.com,630519-34-2068,010-1482855,25784,26441.37,150126.17,0,0,Engineer,Subang Jaya,5,2670.66,Not Fraud
Ismail bin Khairul,ismail.khairul50@msn.com,860409-54-5829,019-13322680,7433.08,48181.94,0,0,5,Accountant,Mont Kiara,10,104.82,Not Fraud
Abdullah bin Syazwan,abdullah.syazwan3@hotmail.com,810831-30-5159,014-6460954,9850,68340.06,91782.04,0,0,Doctor,Petaling Jaya,3,2328.09,Fraud
Goh binti Pei Shan,goh.pei.shan34@outlook.my,850929-50-1474,018-2795313,23896,0,133155.38,262,0,Business Owner,Petaling Jaya,10,168.71,Not Fraud
Amirul bin Ismail,amirul.ismail48@hotmail.com,820409-16-5705,012-9607982,5389,0,0,120,0,IT Specialist,Petaling Jaya,12,4728.16,Not Fraud
Zainab binti Abdullah,zainab.abdullah53@outlook.my,990827-57-6802,017-29796558,9702,57867.79,14684.01,292,0,Teacher,Bangsar,12,2311.96,Not Fraud
Geetha binti Ramesh,geetha.ramesh82@gmail.com,920321-55-7508,010-0481030,2549.23,0,0,443,1,Retired,Mont Kiara,1,4707.77,Fraud
Razak bin Amirul,razak.amirul76@gmail.com,540913-11-7479,010-6519699,9975.55,6887.21,6696.58,79,0,Teacher,Kuala Lumpur City Centre,11,3599.61,Not Fraud
Sharifah binti Singh,sharifah.singh7@outlook.my,640602-16-9632,013-6547882,5403.14,58714.05,162676.32,0,0,Farmer,Cheras,4,4009.52,Not Fraud
Amirul bin Razak,amirul.razak58@hotmail.com,581214-41-5987,010-2199878,10109,42641.26,0,128,5,Accountant,Subang Jaya,9,4327.63,Not Fraud
Goh binti Siew Mei,goh.siew.mei1@hotmail.com,991114-49-4760,011-1372365,9995.31,45985.7,60849.89,305,0,IT Specialist,Damansara Heights,7,1052.61,Not Fraud
Ahmad bin binti Abdullah,ahmad..abdullah68@outlook.my,960920-29-8549,011-43844071,2144,6805.97,54377.23,0,4,Retired,Bangsar,8,3832.12,Fraud
Ahmad bin Khan,ahmad.khan81@hotmail.com,890914-03-1815,010-06929786,8772,0,0,0,0,Sales Manager,Petaling Jaya,5,1255.37,Not Fraud
Amirul bin Khairul,amirul.khairul7@msn.com,820707-55-8325,013-4301720,29248,0,119263.21,0,0,Business Owner,Subang Jaya,9,2330.55,Not Fraud
Lee binti Jia Yi,lee.jia.yi2@outlook.my,960607-35-1360,012-52705392,5773,21190.33,102513.41,422,3,Retired,Bangsar,11,4509.38,Not Fraud
Khairul bin Singh,khairul.singh6@msn.com,870719-39-8841,019-3879626,14348.91,47873.91,77622.5,0,0,Doctor,Kuala Lumpur City Centre,11,2787.24,Not Fraud
Fatimah binti Khairul,fatimah.khairul11@gmail.com,790214-50-7264,017-90513661,6339.52,0,144045.47,39,0,Sales Manager,Kuala Lumpur City Centre,12,3648.65,Not Fraud
Ali bin Amirul,ali.amirul98@gmail.com,790916-03-6771,012-7794863,14400.89,36009.21,135851.28,192,0,Teacher,Kuala Lumpur City Centre,9,1507.37,Not Fraud
Ng binti Pei Shan,ng.pei.shan77@yahoo.com,991205-49-4476,012-25904312,8426.31,93133.02,194764.89,349,0,Sales Manager,Kuala Lumpur City Centre,2,390.27,Not Fraud
Ng binti Hui Xin,ng.hui.xin77@hotmail.com,771231-32-6944,014-67849017,27326.66,32650.72,194710.76,0,0,Business Owner,Damansara Heights,2,3147.17,Not Fraud
Aishah binti Abdullah,aishah.abdullah88@hotmail.com,710123-21-3594,012-5278359,11371,0,127927.1,0,0,IT Specialist,Subang Jaya,10,2469.5,Not Fraud
Siti binti Singh,siti.singh80@msn.com,880224-38-5796,017-9580744,5351,79729.59,172958.02,0,1,Farmer,Petaling Jaya,11,3737.1,Not Fraud
Ismail bin Syazwan,ismail.syazwan9@outlook.my,990417-38-7809,013-82528946,4801,21845.96,0,0,0,Retired,Petaling Jaya,5,754.55,Not Fraud
Ahmad bin Ahmad,ahmad.ahmad85@yahoo.com,831210-11-5961,016-7881197,21031,22407.39,135979.27,0,2,Business Owner,Petaling Jaya,7,3444.75,Not Fraud
Ng binti Hui Xin,ng.hui.xin77@gmail.com,521207-45-8648,011-3694725,4044.32,36736.49,151077.98,3,1,Farmer,Cheras,5,3239.65,Not Fraud
Fatimah binti Razak,fatimah.razak8@msn.com,650806-46-5028,016-3567077,6686,0,0,93,0,IT Specialist,Petaling Jaya,8,2013.82,Not Fraud
Saras binti Kumar,saras.kumar57@msn.com,720215-26-7420,013-00215784,24453,53182.34,0,0,5,Engineer,Petaling Jaya,12,4492.03,Not Fraud
Aminah binti Singh,aminah.singh80@gmail.com,931125-50-1570,016-6764423,0.0,90236.83,0,0,3,Unemployed,Mont Kiara,4,4488.81,Not Fraud
Mani bin Arun,mani.arun22@yahoo.com,910119-53-1437,017-00295961,9227.94,83322.57,0,0,0,Accountant,Cheras,11,2982.13,Not Fraud
Amirul bin Khairul,amirul.khairul74@gmail.com,901003-34-5885,014-77947945,7006.6,1870.58,0,0,0,Farmer,Kuala Lumpur City Centre,7,2116.8,Not Fraud
Kumar bin Suresh,kumar.suresh24@msn.com,050521-11-4255,018-1816388,11486.07,0,168330.8,0,0,IT Specialist,Cheras,3,1211.33,Not Fraud
Muhammad bin Singh,muhammad.singh60@msn.com,640110-25-2443,014-48743943,13472,0,54587.67,0,0,IT Specialist,Petaling Jaya,5,4961.9,Not Fraud
Muhammad bin Ali,muhammad.ali84@outlook.my,800821-38-2237,012-6990274,14332.93,0,0,352,0,Sales Manager,Kuala Lumpur City Centre,2,4091.45,Not Fraud
Aishah binti Amirul,aishah.amirul45@outlook.my,570528-45-4888,019-91159574,8492.32,0,0,0,1,Teacher,Mont Kiara,8,1430.14,Not Fraud
Zainab binti Abdullah,zainab.abdullah59@outlook.my,700605-55-8038,019-5207175,3401,0,0,0,0,Farmer,Bangsar,1,1977.42,Not Fraud
Ali bin Hafiz,ali.hafiz39@hotmail.com,610901-54-8501,012-77048788,7154,37332.13,62353.0,0,0,Farmer,Petaling Jaya,1,3873.84,Not Fraud
Muhammad bin Amirul,muhammad.amirul94@msn.com,530405-31-7671,011-39179925,15474.78,28260.95,152759.86,0,0,Sales Manager,Kuala Lumpur City Centre,7,4784.43,Not Fraud
Chua bin Wei Jie,chua.wei.jie99@gmail.com,700423-33-1865,011-83775231,18889,67612.75,170922.41,186,0,Engineer,Bangsar,11,3750.16,Not Fraud
Syazwan bin Syazwan,syazwan.syazwan49@yahoo.com,770701-24-1597,017-40851485,9501.07,61683.66,107423.12,0,0,Teacher,Kuala Lumpur City Centre,3,2039.38,Not Fraud
Lim bin Kok Leong,lim.kok.leong62@msn.com,590504-28-3275,011-9832348,19347,66215.81,0,0,5,Business Owner,Subang Jaya,3,4816.49,Not Fraud
Ali bin Ismail,ali.ismail2@outlook.my,580920-53-9003,010-7904560,13099,79941.38,0,120,0,IT Specialist,Bangsar,9,4976.61,Not Fraud
Kala binti Ramesh,kala.ramesh47@msn.com,010705-43-1558,016-5091469,9601,0,24671.22,83,0,Teacher,Bangsar,8,4242.22,Not Fraud
Teoh binti Hui Xin,teoh.hui.xin36@outlook.my,541229-50-2802,014-7638942,16960.41,57088.99,134606.72,0,4,IT Specialist,Mont Kiara,4,3850.93,Not Fraud
Zainab binti Amirul,zainab.amirul73@outlook.my,781123-15-9204,016-51621234,28041,59509.91,9782.37,0,0,Business Owner,Petaling Jaya,11,3717.18,Not Fraud
Tan binti Jia Yi,tan.jia.yi42@gmail.com,701217-11-3254,018-1402429,5438.25,76151.53,0,0,3,Farmer,Mont Kiara,8,4411.06,Not Fraud
Goh binti Siew Mei,goh.siew.mei49@hotmail.com,680723-40-7368,013-7691845,0,36952.22,0,287,0,Unemployed,Subang Jaya,6,3424.4,Not Fraud
Lee bin Kok Leong,lee.kok.leong96@outlook.my,520702-47-8205,014-48222998,6481,83708.99,133510.03,0,5,Farmer,Subang Jaya,2,4738.8,Not Fraud
Lim bin Jun Jie,lim.jun.jie38@outlook.my,960629-01-7559,014-44205264,23747,42272.77,116042.8,451,0,Engineer,Bangsar,7,2600.63,Not Fraud
Aminah binti Muhammad,aminah.muhammad18@hotmail.com,691114-40-4514,011-6477826,13808.41,2982.17,168841.0,0,1,Sales Manager,Damansara Heights,1,1323.76,Not Fraud
Arun bin Ramesh,arun.ramesh52@outlook.my,980209-29-9121,011-5686780,29900,77551.35,0,291,0,Engineer,Petaling Jaya,11,4211.64,Not Fraud
Tan bin Zi Xuan,tan.zi.xuan67@outlook.my,691011-54-9473,018-50649490,2997.91,52881.27,138764.79,0,0,Farmer,Mont Kiara,2,814.13,Fraud
Ahmad bin Ahmad,ahmad.ahmad51@hotmail.com,670709-34-8905,017-53379016,28339.0,11177.48,0,0,0,Doctor,Cheras,5,499.93,Not Fraud
Khairul bin Singh,khairul.singh64@outlook.my,990729-57-1259,012-79705163,15720.71,6385.56,180759.32,473,0,IT Specialist,Damansara Heights,7,1609.12,Not Fraud
Syazwan bin Muhammad,syazwan.muhammad7@yahoo.com,591217-49-3083,017-2986782,5737,0,0,408,0,Retired,Bangsar,12,3459.58,Not Fraud
Ali bin binti Abdullah,ali..abdullah78@gmail.com,940314-13-9359,016-2755428,2366,82826.64,0,0,0,Retired,Petaling Jaya,11,2831.95,Fraud
Hafiz bin Ahmad,hafiz.ahmad96@yahoo.com,801112-04-1249,013-33378554,24055.56,11581.93,0,7,0,Business Owner,Cheras,1,388.86,Not Fraud
Ali bin Ahmad,ali.ahmad40@hotmail.com,981225-34-7601,018-31885354,13745,61289.04,184180.33,0,5,Accountant,Subang Jaya,2,3584.75,Not Fraud
Ali bin Khairul,ali.khairul51@yahoo.com,770724-23-4781,014-7627582,12106,97622.49,53047.59,128,0,Sales Manager,Petaling Jaya,10,4250.98,Not Fraud
Razak bin binti Abdullah,razak..abdullah18@gmail.com,820730-25-4543,017-66059082,5580,21126.98,0,0,0,Sales Manager,Subang Jaya,9,4955.04,Fraud
Ismail bin Singh,ismail.singh81@outlook.my,950623-06-6419,019-3343369,31182.75,25941.33,5076.75,0,0,Doctor,Mont Kiara,9,2275.07,Not Fraud
Ismail bin Ismail,ismail.ismail98@hotmail.com,680315-35-2197,011-7464360,5179.35,39568.46,72743.86,0,0,Retired,Cheras,1,4794.97,Not Fraud
Chua bin Ah Meng,chua.ah.meng87@gmail.com,980601-12-9307,013-91056835,13744,0,0,188,5,Doctor,Petaling Jaya,6,1443.63,Not Fraud
Mani bin Ramesh,mani.ramesh31@gmail.com,910304-16-8859,017-4179825,5444,0,0,447,0,Retired,Petaling Jaya,9,1381.18,Not Fraud
Fatimah binti Singh,fatimah.singh95@gmail.com,760809-57-6030,014-1710369,8135.85,25835.67,0,0,3,Farmer,Kuala Lumpur City Centre,9,1594.11,Not Fraud
Syazwan bin bin Abdullah,syazwan..abdullah64@gmail.com,710401-30-2843,017-8073008,12136,80752.22,0,0,0,Sales Manager,Subang Jaya,4,2587.02,Not Fraud
Ali bin Ahmad,ali.ahmad68@yahoo.com,961010-28-3743,014-42191074,6555,98930.36,39076.54,0,2,Sales Manager,Bangsar,8,378.89,Fraud
Nur binti bin Abdullah,nur..abdullah49@msn.com,060903-04-1912,016-81754737,14623.46,44139.63,188204.12,118,0,Teacher,Mont Kiara,12,2096.64,Not Fraud
Farah binti Khairul,farah.khairul41@hotmail.com,910304-25-3920,018-52957807,0,36582.93,0,0,1,Unemployed,Petaling Jaya,9,1792.44,Fraud
Azizah binti Ahmad,azizah.ahmad13@msn.com,740216-15-9076,013-57245777,8274.27,63256.52,126786.67,0,0,IT Specialist,Mont Kiara,2,3597.64,Fraud
Wong binti Pei Shan,wong.pei.shan74@msn.com,750227-14-3738,016-5540975,11641,0,0,0,0,Teacher,Subang Jaya,12,2136.27,Not Fraud
Ng binti Siew Mei,ng.siew.mei37@gmail.com,040430-11-4192,012-82491635,4226,35945.0,0,0,0,Retired,Bangsar,3,1310.1,Not Fraud
Wong bin Ah Meng,wong.ah.meng98@gmail.com,820614-58-5645,013-57735845,10991,66630.74,89552.85,367,0,IT Specialist,Bangsar,2,2927.51,Not Fraud
Devi binti Suresh,devi.suresh12@hotmail.com,501203-23-3670,014-0835036,3832,0,0,0,0,Farmer,Petaling Jaya,6,3467.74,Not Fraud
Ismail bin Khairul,ismail.khairul21@gmail.com,580110-25-6219,013-5960914,4022,71559.52,0,274,1,Retired,Bangsar,8,1497.69,Not Fraud
Ahmad bin binti Abdullah,ahmad..abdullah38@gmail.com,680831-28-4549,016-1854845,11844.56,0,0,0,0,Accountant,Damansara Heights,1,1338.64,Not Fraud
Muhammad bin Razak,muhammad.razak54@outlook.my,690106-39-2437,018-2852922,12240,0,84655.55,0,0,Teacher,Petaling Jaya,9,1890.95,Not Fraud
Ahmad bin Ahmad,ahmad.ahmad71@outlook.my,990417-35-1549,017-18191101,11766,83775.64,4501.11,0,0,Sales Manager,Bangsar,11,3722.02,Not Fraud
Fatimah binti bin Abdullah,fatimah..abdullah57@msn.com,510805-01-2314,012-83852219,12297,59265.12,61384.1,0,0,Accountant,Subang Jaya,3,3330.26,Not Fraud
Aishah binti Ismail,aishah.ismail65@msn.com,940922-34-2112,017-3380908,7954,67471.83,70308.16,0,0,IT Specialist,Subang Jaya,12,3774.64,Not Fraud
Malar binti Arun,malar.arun34@msn.com,591230-49-3020,011-3907462,10688.16,0,116784.08,0,0,Accountant,Cheras,12,3793.62,Not Fraud
Yap bin Wei Lun,yap.wei.lun28@msn.com,031217-48-6587,014-03863335,24896.09,0,72620.17,197,0,Engineer,Kuala Lumpur City Centre,6,4909.54,Not Fraud
Abdullah bin Razak,abdullah.razak51@outlook.my,871208-46-9699,011-1316478,6576.21,22127.37,145720.94,0,0,Farmer,Cheras,5,1655.92,Not Fraud
Noraini binti Ahmad,noraini.ahmad90@gmail.com,500412-35-1906,011-2098752,9297.48,31354.28,17035.78,0,3,Teacher,Damansara Heights,10,2355.45,Not Fraud
Goh bin Wei Lun,goh.wei.lun96@yahoo.com,781230-16-9247,013-4425810,19949.62,59951.0,0,0,0,Engineer,Damansara Heights,2,2339.16,Not Fraud
Noraini binti Hafiz,noraini.hafiz52@gmail.com,700812-31-7812,010-2791279,9621,0,0,0,0,Accountant,Subang Jaya,3,1983.95,Not Fraud
Suresh bin Ravi,suresh.ravi31@outlook.my,720124-34-6019,016-9335419,10070.84,39663.45,0,408,0,Engineer,Kuala Lumpur City Centre,6,1661.23,Not Fraud
Chua bin Jun Jie,chua.jun.jie2@msn.com,950815-21-9669,012-3738772,7143,48215.85,117566.96,0,0,Farmer,Subang Jaya,7,4763.3,Not Fraud
Lee binti Pei Shan,lee.pei.shan41@gmail.com,601013-41-8466,017-3875843,13249,61123.57,96542.0,225,0,Accountant,Bangsar,6,2336.9,Not Fraud
Ong bin Kok Leong,ong.kok.leong47@gmail.com,560114-07-9809,018-7020508,2634.79,0,189723.33,0,1,Retired,Mont Kiara,12,3635.98,Fraud
Razak bin Syazwan,razak.syazwan19@outlook.my,501031-36-6363,014-6119358,27877.55,63154.59,6955.28,356,0,Engineer,Damansara Heights,12,3902.25,Not Fraud
Kumar bin Ramesh,kumar.ramesh56@outlook.my,630721-02-3671,019-1169167,6916.72,0,8208.27,98,2,Sales Manager,Damansara Heights,6,2734.28,Not Fraud
Fatimah binti Khairul,fatimah.khairul50@msn.com,060517-47-8190,012-4190035,0.0,40265.62,143368.58,304,0,Unemployed,Kuala Lumpur City Centre,11,2058.49,Fraud
Aminah binti Amirul,aminah.amirul78@msn.com,690729-51-7994,012-6489451,35933.8,18311.13,0,0,0,Doctor,Damansara Heights,6,4351.26,Not Fraud
Teoh bin Jun Jie,teoh.jun.jie82@outlook.my,590106-03-4517,016-8974296,15828,63565.66,0,24,0,Business Owner,Bangsar,6,3103.83,Not Fraud
Ong bin Jun Jie,ong.jun.jie46@msn.com,881014-53-7695,017-8349186,15329.44,0,0,0,0,Engineer,Cheras,12,2024.63,Not Fraud
Goh binti Siew Mei,goh.siew.mei39@msn.com,530406-46-3502,010-59796392,10729,32965.23,113917.81,0,0,Engineer,Petaling Jaya,12,3397.88,Not Fraud
Abdullah bin Razak,abdullah.razak8@msn.com,700524-42-4299,016-55503451,6418,41948.99,198429.87,0,5,Sales Manager,Subang Jaya,3,4347.13,Not Fraud
Tan binti Shi Hui,tan.shi.hui51@msn.com,640329-45-7338,012-55583327,12923,0,102802.73,0,5,Teacher,Bangsar,10,324.08,Not Fraud
Ng binti Yee Von,ng.yee.von40@yahoo.com,691211-07-3566,019-09167736,8534,72244.01,0,138,0,Sales Manager,Bangsar,12,3056.39,Not Fraud
Nur binti Khairul,nur.khairul80@yahoo.com,570323-03-9052,014-11216400,30932.2,0,25976.83,0,0,Doctor,Kuala Lumpur City Centre,9,1445.95,Not Fraud
Ahmad bin Singh,ahmad.singh29@yahoo.com,790316-01-7363,019-11283889,3158,87682.76,0,0,0,Retired,Subang Jaya,8,3292.48,Not Fraud
Goh bin Jia Hao,goh.jia.hao54@outlook.my,761205-56-8425,010-4846138,5753.42,0,0,0,0,Sales Manager,Damansara Heights,6,857.89,Not Fraud
Farah binti Amirul,farah.amirul15@outlook.my,060527-22-7482,013-18475447,7196.53,26487.69,71540.91,0,0,Teacher,Mont Kiara,6,3172.47,Not Fraud
Azizah binti Ali,azizah.ali91@msn.com,850131-37-6742,010-16092679,7551,43280.42,41404.94,0,0,Farmer,Bangsar,2,949.76,Not Fraud
Khairul bin Ahmad,khairul.ahmad44@outlook.my,931213-52-2079,014-0364538,12914,84881.23,47136.39,237,0,Accountant,Bangsar,1,4484.2,Not Fraud
Abdullah bin bin Abdullah,abdullah..abdullah92@yahoo.com,990102-40-1133,011-2514639,2828,93466.96,0,0,0,Farmer,Petaling Jaya,11,2040.47,Fraud
Aishah binti Singh,aishah.singh87@gmail.com,960319-05-9740,017-44961686,7189,1161.03,159328.03,0,0,Farmer,Bangsar,7,1747.68,Not Fraud
Kala binti Arun,kala.arun11@outlook.my,020824-39-6748,017-34704934,0.0,68368.7,0,0,5,Unemployed,Cheras,6,2874.15,Not Fraud
Abdullah bin binti Abdullah,abdullah..abdullah95@gmail.com,600105-01-2987,012-59226015,12007,25656.09,0,0,0,Sales Manager,Petaling Jaya,2,4381.15,Not Fraud
Amirul bin bin Abdullah,amirul..abdullah91@outlook.my,670128-39-3771,011-39358105,11186,60524.6,0,0,5,Teacher,Petaling Jaya,7,4309.43,Not Fraud
Hafiz bin Singh,hafiz.singh97@yahoo.com,020930-24-5711,017-4486680,21624,30797.56,0,0,0,Business Owner,Bangsar,8,1632.72,Not Fraud
Goh binti Hui Xin,goh.hui.xin30@yahoo.com,720603-31-3198,013-63723529,13468.15,61442.44,160425.99,478,0,Accountant,Cheras,6,3932.66,Not Fraud
Aminah binti Syazwan,aminah.syazwan69@hotmail.com,770119-27-5142,016-92502931,2141,50013.99,93098.62,491,5,Retired,Petaling Jaya,5,1836.96,Fraud
Hafiz bin binti Abdullah,hafiz..abdullah71@hotmail.com,940404-24-7785,017-6873746,4535.32,44946.18,139399.34,0,0,Retired,Cheras,11,3969.49,Not Fraud
Farah binti Amirul,farah.amirul23@yahoo.com,821217-53-1188,018-0558152,16689.43,61941.21,20217.15,0,1,Sales Manager,Kuala Lumpur City Centre,3,3386.81,Not Fraud
Suresh bin Ramesh,suresh.ramesh17@gmail.com,990806-08-5747,018-55527199,18144.13,70203.67,64145.6,0,0,Sales Manager,Damansara Heights,8,3241.54,Not Fraud
Wong binti Jia Yi,wong.jia.yi76@hotmail.com,891113-55-3252,018-3028852,0,5714.75,0,432,0,Unemployed,Subang Jaya,8,221.11,Not Fraud
Muhammad bin bin Abdullah,muhammad..abdullah25@yahoo.com,890722-45-3449,010-2655599,0.0,57128.63,42777.24,307,0,Unemployed,Mont Kiara,5,4178.79,Not Fraud
Sharifah binti Ismail,sharifah.ismail7@yahoo.com,020401-48-1940,017-6861060,13257.09,3915.64,12335.63,0,0,Accountant,Damansara Heights,2,3077.62,Not Fraud
Noraini binti Singh,noraini.singh70@gmail.com,020221-51-7782,013-1406135,8169.41,92638.08,149538.37,476,0,Teacher,Damansara Heights,5,4564.34,Not Fraud
Tan binti Mei Ling,tan.mei.ling4@gmail.com,601222-57-1502,017-9240915,13690.36,99324.64,121021.62,0,0,Sales Manager,Mont Kiara,6,2957.28,Not Fraud
Ismail bin Khairul,ismail.khairul32@gmail.com,631231-02-4267,012-62165742,9769,81783.99,123001.9,0,0,Doctor,Bangsar,11,1783.24,Fraud
Aishah binti Syazwan,aishah.syazwan82@yahoo.com,670530-16-9424,016-87491586,14752.67,58779.79,0,0,4,IT Specialist,Mont Kiara,7,2428.73,Not Fraud
Ng binti Siew Mei,ng.siew.mei3@hotmail.com,941231-33-4396,018-5788464,12288,47026.32,80942.56,44,2,Teacher,Petaling Jaya,9,2836.72,Not Fraud
Chua bin Kok Leong,chua.kok.leong73@msn.com,730808-16-5443,013-6105765,6378,0,0,171,3,Farmer,Subang Jaya,9,2407.14,Not Fraud
Noraini binti Muhammad,noraini.muhammad1@msn.com,770519-29-5394,019-41223196,8613.66,0,172765.88,0,0,Accountant,Damansara Heights,4,1743.64,Fraud
Razak bin Muhammad,razak.muhammad8@msn.com,761230-13-9999,010-1738163,12087.38,0,16182.32,0,0,Doctor,Kuala Lumpur City Centre,12,2302.23,Not Fraud
Hafiz bin Ismail,hafiz.ismail37@outlook.my,790615-34-3725,010-34742351,22636.46,56847.39,0,310,3,Engineer,Kuala Lumpur City Centre,9,3721.16,Not Fraud
Noraini binti Khan,noraini.khan77@gmail.com,571117-45-2386,016-6754261,4449,36466.51,107757.0,0,1,Farmer,Subang Jaya,6,2755.67,Not Fraud
Nur binti Muhammad,nur.muhammad85@msn.com,040707-06-4110,018-01048704,19135.75,47423.56,107286.85,0,0,Business Owner,Kuala Lumpur City Centre,5,1013.01,Not Fraud
Razak bin Singh,razak.singh35@yahoo.com,830621-12-3955,018-23737972,0.0,56155.68,64932.17,189,1,Unemployed,Cheras,11,1835.37,Fraud
Farah binti Ahmad,farah.ahmad72@hotmail.com,970227-13-5174,010-23154970,13063,82903.24,52674.02,0,0,IT Specialist,Bangsar,7,4673.71,Not Fraud
Goh binti Jia Yi,goh.jia.yi58@yahoo.com,821004-14-3834,017-62847533,9854.91,14297.9,0,448,0,Teacher,Cheras,1,3077.77,Not Fraud
Tan bin Jia Hao,tan.jia.hao7@gmail.com,690222-28-2427,011-71564554,6669.3,0,6069.66,0,3,Teacher,Cheras,6,2858.67,Not Fraud
Ng binti Xin Yi,ng.xin.yi93@hotmail.com,060125-40-8462,010-1331540,3894,39148.77,126076.18,0,0,Farmer,Bangsar,7,2508.94,Fraud
Razak bin binti Abdullah,razak..abdullah90@gmail.com,590814-23-7101,012-9550301,9230,2552.0,193260.81,187,0,Sales Manager,Petaling Jaya,9,4430.12,Not Fraud
Syazwan bin bin Abdullah,syazwan..abdullah75@hotmail.com,781127-16-7847,017-55916911,1936,52513.82,0,0,0,Retired,Petaling Jaya,8,2827.77,Fraud
Ahmad bin Khairul,ahmad.khairul42@outlook.my,571206-36-3403,011-9504292,1808,38300.27,120637.93,0,0,Retired,Bangsar,6,258.24,Fraud
Ong binti Mei Ling,ong.mei.ling73@yahoo.com,791127-16-2616,016-1312321,7621,93765.78,90587.51,372,0,Farmer,Bangsar,11,4876.93,Not Fraud
Aminah binti Singh,aminah.singh15@hotmail.com,501016-35-8436,011-0360951,17531.05,1631.68,86543.2,0,0,IT Specialist,Damansara Heights,5,2956.11,Not Fraud
Ong bin Jia Hao,ong.jia.hao52@gmail.com,030512-21-2451,010-3862440,25583,94182.77,154378.38,0,1,Business Owner,Bangsar,5,4179.85,Not Fraud
Ng binti Hui Xin,ng.hui.xin70@outlook.my,760811-30-2992,016-0241739,26983,58745.9,68329.41,0,0,Engineer,Subang Jaya,7,4567.54,Not Fraud
Ng binti Yee Von,ng.yee.von44@gmail.com,700306-24-3716,014-87024650,18159.48,31219.96,0,0,0,Engineer,Damansara Heights,6,1880.35,Not Fraud
Razak bin Amirul,razak.amirul72@outlook.my,900311-01-1025,017-2953486,14375,64624.72,103028.49,480,0,IT Specialist,Subang Jaya,10,2226.94,Not Fraud
Teoh bin Jia Hao,teoh.jia.hao92@msn.com,760118-37-5889,012-90330078,14330,12376.85,190636.13,318,0,Doctor,Petaling Jaya,8,2621.06,Not Fraud
Zainab binti Abdullah,zainab.abdullah78@msn.com,980628-11-3580,018-9210094,23523,0,139909.07,13,0,Business Owner,Subang Jaya,12,4677.91,Not Fraud
Wong bin Zi Xuan,wong.zi.xuan83@outlook.my,930129-28-6063,013-77740687,23217,6642.3,0,0,0,Business Owner,Bangsar,2,4368.09,Not Fraud
Lakshmi binti Arun,lakshmi.arun18@gmail.com,830518-53-4450,012-1355367,10710,69230.07,0,0,0,IT Specialist,Bangsar,5,3740.07,Not Fraud
Vanitha binti Muthu,vanitha.muthu98@outlook.my,720322-03-5910,019-78100074,7087,0,40489.99,0,0,Farmer,Bangsar,7,4381.87,Not Fraud
Siti binti Khairul,siti.khairul36@outlook.my,650506-30-6082,011-23054077,11663.7,14153.31,0,0,0,Business Owner,Damansara Heights,9,1418.35,Not Fraud
Tan bin Zi Xuan,tan.zi.xuan10@hotmail.com,800710-09-9207,013-17097796,11811,61060.73,128541.09,0,0,IT Specialist,Petaling Jaya,12,4775.15,Not Fraud
